V2_READ_CODE	V2_TERM_CODE	V2_TERM	V3_READ_CODE	V3_TERM_ID	V3_TERM	SNOMED_CONCEPT_ID	SNOMED_DESCRIPTION_ID	SNOMED_TERM	KEY	COMMENTS	REPORT	REQUEST	BATTERY	LEVEL	TEST	RATIO	BOOLEAN	TEXT	STATUS	RELEASE_DATE
443l.	00	Serum monomeric prolactin lev	XaJGN	YamEh	Serum monomeric prolactin lev	1013581000000107	2565351000000114	Serum monomeric prolactin level			T	T	F	T	T	F	T	T	C	2004-01-01
4486.	00	Pituitary function test	X77X0	Y7GPY	Combined pituitary func test	1007121000000105	2551481000000115	Combined pituitary function test		Deleted - duplicate. Use 44Z6. Combined pituitary func test	T	T	F	T	T	F	F	F	D	2004-01-01
449G.	00	Serum pro-insulin level	XaJIV	YamGo	Serum pro-insulin level	1005511000000104	2556411000000119	Serum pro-insulin level			T	T	F	T	T	F	T	T	C	2004-01-01
449H.	00	Ser 32-33 split pro-insul lev	XaJUN	YamYH	Ser 32-33 split pro-insul lev	1010091000000107	2551921000000111	Serum 32-33 split pro-insulin level			T	T	F	T	T	F	T	T	C	2004-01-01
44AN.	00	Plasma pro-BNP level	XaJNy	YamNt	Plasma pro-BNP level	1028291000000108	2603881000000119	Plasma pro-brain natriuretic peptide level		Deleted Oct 14.  Assay is either for BNP (44AR.) )or NT-pro BNP (44AW.)	T	T	F	T	T	F	T	T	D	2004-01-01
44AP.	00	Serum pro-BNP peptide level	XaJNz	YamNv	Serum pro-BNP peptide level	1026401000000103	2603911000000119	Serum pro-BNP peptide level		Deleted Oct 14.  Assay is either for BNP (44AX.) or NT-pro BNP (44AV.)	T	T	F	T	T	F	T	T	D	2004-01-01
44AQ.	00	Plasma 18-Hydroxycortisol lev	XaJO0	YamNx	Plasma 18-Hydroxycortisol lev	1010101000000104	2574201000000113	Plasma 18-hydroxycortisol level			T	T	F	T	T	F	T	T	C	2004-01-01
44Cm.	00	Serum tryptase level	XaJGE	YamEX	Serum tryptase level	1005521000000105	2585751000000111	Serum tryptase level			T	T	F	T	T	F	F	F	C	2004-01-01
44Cn.	00	Serum biotinidase level	XaJL5	YamKZ	Serum biotinidase level	1013501000000102	2562391000000111	Serum biotinidase level			T	T	F	T	T	F	T	T	C	2004-01-01
44Co.	00	Serum A1-antichymotrypsin lev	XaJO2	YamO0	Serum A1-antichymotrypsin lev	1010111000000102	2564861000000115	Serum alpha-1-antichymotrypsin level			T	T	F	T	T	F	T	T	C	2004-01-01
44HJ.	00	Plasma CPK MB isoenzyme level	XaJNR	YamNO	Plasma CPK MB isoenzyme level	1026411000000101	2603861000000111	Plasma creatinine phosphokinase MB isoenzyme level		Deleted 011010 use 44HL.  CKMB isoenzyme level	T	T	F	T	T	F	T	T	D	2004-01-01
44MQ.	00	TSH bind site inhib globul lev	XaJOp	YamPY	TSH bind site inhib globul lev	1005531000000107	2585101000000114	Thyroid stimulating hormone binding site inhibitor globulin level			T	T	F	T	T	F	F	T	C	2004-01-01
44OK.	00	Serum C22 long chain FA level	XaJFa	YamDt	Serum C22 long chain FA level	1013591000000109	2557461000000115	Serum C22 long chain fatty acid level			T	T	F	T	T	F	T	T	C	2004-01-01
44OL.	00	Serum C24 long chain FA level	XaJFb	YamDv	Serum C24 long chain FA level	1005541000000103	2551251000000110	Serum C24 long chain fatty acid level			T	T	F	T	T	F	T	T	C	2004-01-01
44TL.	00	Total glycosylated Hb level	XaJNg	YamNc	Total glycosylated Hb level	1013511000000100	2574561000000110	Total glycosylated haemoglobin level		Apr15: For deletion Oct15.  Use HbA1c entries.	T	T	F	T	T	F	T	T	C	2004-01-01
44Wz.	00	Serum prednisolone level	XaJGJ	YamEc	Serum prednisolone level	1010121000000108	2574211000000110	Serum prednisolone level			T	T	F	T	T	F	T	T	C	2004-01-01
44XF.	00	Plasma ethanol level	XaJNL	YamNI	Plasma ethanol level	1005551000000100	2577891000000114	Plasma ethanol level			T	T	F	T	T	F	T	T	C	2004-01-01
44ZS.	00	Plasma oxalate level	XaJGP	YamEk	Plasma oxalate level	1005561000000102	2585111000000111	Plasma oxalate level			T	T	F	T	T	F	T	T	C	2004-01-01
44ZT.	00	Serum methylmalonic acid level	XaJN2	YamMz	Serum methylmalonic acid level	1005571000000109	2585121000000117	Serum methylmalonic acid level			T	T	F	T	T	F	T	T	C	2004-01-01
44a6.	00	CA125 level	XaJNf	YamNb	CA125 level	1000461000000109	2607171000000117	Serum CA 125 (cancer antigen 125) level		Deleted Oct 14.  Use 44a60 Se CA 125 level	T	T	F	T	T	F	F	F	D	2004-01-01
44v8.	00	Serum buprenorphine level	XaJJU	YamIL	Serum buprenorphine level	1013521000000106	2574571000000115	Serum buprenorphine level			T	T	F	T	T	F	T	T	C	2004-01-01
44v9.	00	Plasma buprenorphine level	XaJJV	YamIM	Plasma buprenorphine level	1010131000000105	2578451000000116	Plasma buprenorphine level			T	T	F	T	T	F	T	T	C	2004-01-01
451B.	00	Amylase clearance	XaJCj	YamAj	Amylase clearance	1005581000000106	2585131000000115	Amylase clearance			T	T	F	T	T	F	F	T	C	2004-01-01
467F.	00	Urine beta 2 microglobulin lev	XaJJZ	YamIT	Urine beta 2 microglobulin lev	1005591000000108	2573501000000113	Urine beta 2 microglobulin level			T	T	F	T	T	F	T	T	C	2004-01-01
46B4.	00	Urin pneumococcal antigen test	XaJNK	YamNF	Urin pneumococcal antigen test	1013601000000103	2557471000000110	Urinary pneumococcal antigen test			T	T	F	T	T	F	T	T	C	2004-01-01
46JH.	00	Urine 18-hydroxycortisol level	XaJOm	YamPT	Urine 18-hydroxycortisol level	1013531000000108	2574581000000118	Urine 18-hydroxycortisol level			T	T	F	T	T	F	T	T	C	2004-01-01
46MN.	00	Fractional excretion of sodium	X773C	Y7FiY	Fractional excretion of sodium	1005601000000102	2551261000000113	Fractional excretion of sodium			T	T	F	T	T	F	F	T	C	2004-01-01
46MP.	00	Fraction excretn of potassium	XaJOf	YamPF	Fraction excretn of potassium	1010141000000101	2574221000000116	Fractional excretion of potassium			T	T	F	T	T	F	F	T	C	2004-01-01
46Qs.	00	Urine ethambutol level	XaJJW	YamIN	Urine ethambutol level	1005611000000100	2585761000000114	Urine ethambutol level			T	T	F	T	T	F	T	T	C	2004-01-01
46Qt.	00	Urine rifampicin level	XaJJX	YamIO	Urine rifampicin level	1005621000000106	2561421000000110	Urine rifampicin level			T	T	F	T	T	F	T	T	C	2004-01-01
46To.	00	Urine deoxypyridinoline level	XaJNS	YamNQ	Urine deoxypyridinoline level	1010151000000103	2556941000000113	Urine deoxypyridinoline level			T	T	F	T	T	F	T	T	C	2004-01-01
46Z2.	00	Urine homocystine/cystine scr	XaJJP	YamIB	Urine homocystine/cystine scr	1005631000000108	2585141000000112	Urine homocystine/cystine screening test			T	T	F	T	T	T	T	T	C	2004-01-01
46e7.	00	24 hr Bence-Jones screen test	XaJOc	YamPB	24 hr Bence-Jones screen test	1009931000000102	2561931000000118	24 hour Bence-Jones screening test		Apr15: For deletion Oct15.   Use light chain assays for quantitation - 46O9. Urine light chain level	T	T	T	T	T	F	T	T	C	2004-01-01
47F1.	00	Faecal coproporphyrin II level	XaJGL	YamEe	Faecal coproporphyrin II level	1031211000000108	2603691000000118	Faecal coproporphyrin II level		Deleted Oct 14.  Use 47F10  Fa coproporphyrin II con.	T	T	F	T	T	F	T	T	D	2004-01-01
47H..	00	Faeces appearance	XaJGK	YamEd	Faeces appearance	1005641000000104	2585151000000110	Faeces appearance			T	T	F	F	T	F	F	T	C	2004-01-01
4956.	00	Sperm morphology	X76zM	Y7FTb	Sperm morphology	250500000	373543014	Sperm morphology			T	T	F	F	T	F	F	T	C	2004-01-01
4965.	00	Percentage abnorm sperm count	XaJGt	YamFC	Percentage abnorm sperm count	1009711000000108	2578401000000117	Percentage abnormal sperm count			T	T	F	T	T	T	F	T	C	2004-01-01
4E2A.	00	Sputum appearance	Xa0Yg	Ya1o6	Sputum appearance	277901007	414639013	Sputum appearance			T	T	F	F	T	F	F	T	C	2004-01-01
4G9D.	00	Calculus xanthine content	XaJGh	YamF8	Calculus xanthine content	1009731000000100	2582261000000112	Calculus xanthine content			T	T	F	T	T	F	T	T	C	2004-01-01
4GAB.	00	Calculus calcium (non-oxalate)	XaJJG	YamHy	Calculus calcium (non-oxalate)	1009741000000109	2551871000000119	Calculus calcium (non-oxalate)			T	T	F	T	T	F	F	T	C	2004-01-01
4I3S.	00	Fluid sample globulin level	XaJGs	YamFB	Fluid sample globulin level	1009751000000107	2578411000000115	Fluid sample globulin level			T	T	T	T	T	F	T	T	C	2004-01-01
4J19.	00	Aerobic culture	XSEex	YSONe	Aerobic microbial culture	1009761000000105	2574131000000110	Aerobic culture			T	T	T	T	T	F	F	T	C	2004-01-01
4JDL.	00	Toxoplasma serology	XaJGe	YamF5	Toxoplasma serology	1009771000000103	2556901000000110	Toxoplasma serology			T	T	T	F	T	F	T	T	C	2004-01-01
4JDM.	00	Chlamydia serology	XaJGf	YamF6	Chlamydia serology	1009781000000101	2561891000000111	Chlamydia serology			T	T	T	F	T	F	T	T	C	2004-01-01
4JDN.	00	Human herpes virus serology	XaJGg	YamF7	Human herpes virus serology	1009791000000104	2561901000000112	Human herpes virus serology			T	T	T	F	T	F	T	T	C	2004-01-01
4JDP.	00	Epstein-Barr virus serology	XaJJN	YamI8	Epstein-Barr virus serology	1009801000000100	2561911000000114	Epstein-Barr virus serology			T	T	T	F	T	F	T	T	C	2004-01-01
4JDQ.	00	Parasite serology	XaJUJ	YamYD	Parasite serology	1009811000000103	2578421000000114	Parasite serology			T	T	T	F	T	F	T	T	C	2004-01-01
4JP0.	00	Thick film for malaria parasit	XaJGW	YamEr	Thick film for malaria parasit	1009821000000109	2556911000000112	Thick film for malarial parasites			T	T	F	T	T	F	T	T	C	2004-01-01
4JQ5.	00	Malaria antigen test	XaJEp	YamDB	Malaria antigen test	1027201000000100	2603671000000117	Malaria antigen test		Deleted Oct14. Use 4JR6 ICT malaria screening test	T	T	T	T	T	F	T	T	D	2004-01-01
4JQ6.	00	Crithidia lucillia antibod lev	XaJGd	YamF3	Crithidia lucillia antibod lev	1009831000000106	2574141000000118	Crithidia luciliae antibody level			T	T	F	T	T	F	T	T	C	2004-01-01
4JQ7.	00	Pneumococcal antigen level	XaJO1	YamNz	Pneumococcal antigen level	1009841000000102	2574151000000115	Pneumococcal antigen level			T	T	F	T	T	F	T	T	C	2004-01-01
4JRD.	00	Malarial parasite screen test	XaJGM	YamEf	Malarial parasite screen test	1009851000000104	2556921000000118	Malarial parasite screening test		Use as text header only	T	T	T	T	T	F	T	T	C	2004-01-01
4JRE.	00	Antibacteria subst screen test	XaJLM	YamL3	Antibacteria subst screen test	1009861000000101	2561921000000115	Antibacterial substance screening test			T	T	T	T	T	F	T	T	C	2004-01-01
4JS0.	00	Gram stain microscopy	XaIXK	Yal0X	Gram stain microscopy	1009871000000108	2551881000000117	Gram stain microscopy			T	T	T	T	T	F	T	T	C	2004-01-01
4JS8.	00	Cryptosporidium microscopy	XaJJE	YamHv	Cryptosporidium microscopy	1009881000000105	2582271000000117	Cryptosporidium microscopy			T	T	T	T	T	F	T	T	C	2004-01-01
4JS9.	00	Acid fast bacilli microscopy	XaIcF	YamHx	Acid fast bacilli microscopy	1009891000000107	2574161000000117	Acid fast bacilli microscopy			T	T	T	T	T	F	T	T	C	2004-01-01
4L02.	00	Apolipoprotein E phenotype	X772Y	Y7Fg3	Apolipoprotein E phenotype	1009901000000108	2582281000000115	Apolipoprotein E phenotype			T	T	F	T	T	F	T	T	C	2004-01-01
4L42.	00	Thrombomodulin gene screen	XaJGX	YamEt	Thrombomodulin gene screen	1009911000000105	2551891000000115	Thrombomodulin gene screen			T	T	T	T	T	F	T	T	C	2004-01-01
4L43.	00	Globin gene analysis	XaJNQ	YamNN	Globin gene analysis	1009921000000104	2578431000000111	Globin gene analysis			T	T	T	T	T	F	T	T	C	2004-01-01
316B.	00	Excess carbon 13 ratio	XaJkT	Yampf	Excess carbon 13 ratio	1013631000000109	2578891000000110	Excess carbon 13 ratio			T	T	F	F	T	T	F	F	C	2004-07-01
42ME.	00	Hairy cell markers	XaJo4	YamuB	Hairy cell markers	991631000000104	2567551000000112	Hairy cell markers			T	T	T	F	F	F	F	T	C	2004-07-01
42RA.	00	Percentage iron saturation	XaJm0	YamrT	Percentage iron saturation	1013661000000104	2582791000000110	Percentage iron saturation			T	T	F	T	T	F	F	F	C	2004-07-01
42X2.	00	Immature reticulocyte fraction	XaJq6	Yamwo	Immature reticulocyte fraction	991641000000108	2566981000000114	Immature reticulocyte fraction			T	T	F	T	T	T	F	F	C	2004-07-01
42hD.	00	Factor VIII inhibitr scrn test	XaJpC	Yamvu	Factor VIII inhibitr scrn test	991621000000101	2566971000000112	Factor VIII inhibitor screening test			T	T	F	F	T	F	T	T	C	2004-07-01
42jj.	00	PT 80:20 mix	XaJry	Yamuq	PT 80:20 mix	1013641000000100	2579781000000112	PT 80:20 mix			T	T	F	T	T	F	F	F	C	2004-07-01
42jl.	00	Alpha 2 antiplasmn antigen lev	XaJq3	Yamwk	Alpha 2 antiplasmn antigen lev	1011941000000109	2562131000000112	Alpha 2 antiplasmin antigen level			T	T	F	T	T	F	F	F	C	2004-07-01
42jm.	00	Alpha 2 antiplasmin activity	XaJq2	Yamwj	Alpha 2 antiplasmin activity	1013651000000102	2579791000000114	Alpha 2 antiplasmin activity			T	T	F	T	T	F	F	F	C	2004-07-01
43I9.	00	Functional complement AP100	XaJkU	Yampg	Functional complement AP100	991731000000109	2576031000000119	Functional complement AP100			T	T	F	T	T	F	F	F	C	2004-07-01
43IA.	00	Functional complement CH100	XaJkV	Yamph	Functional complement CH100	991741000000100	2567001000000117	Functional complement CH100			T	T	F	T	T	F	F	F	C	2004-07-01
43IB.	00	Complement C1q level	XaJnr	Yamtw	Complement C1q level	1015171000000102	2583001000000112	Complement C1q level			T	T	F	T	T	F	F	F	C	2004-07-01
43IC.	00	Complement second component	XaJnv	Yamu0	Complement second component	1012011000000104	2552191000000118	Complement second component			T	T	T	T	T	T	F	T	C	2004-07-01
43ID.	00	Complement fifth component	XaJnz	Yamu6	Complement fifth component	991771000000106	2570471000000111	Complement fifth component			T	T	T	T	T	T	F	T	C	2004-07-01
43IE.	00	Complement sixth component	XaJo0	Yamu7	Complement sixth component	1012021000000105	2574431000000118	Complement sixth component			T	T	T	T	T	T	F	T	C	2004-07-01
43IF.	00	Complement seventh component	XaJo1	Yamu8	Complement seventh component	1017651000000105	2583451000000116	Complement seventh component			T	T	T	T	T	T	F	T	C	2004-07-01
43IG.	00	Complement eighth component	XaJo2	Yamu9	Complement eighth component	1017661000000108	2552951000000112	Complement eighth component			T	T	T	T	T	T	F	T	C	2004-07-01
43Qn.	00	Gelatin RAST test	XaJcY	Yamgh	Gelatin RAST test	1012071000000109	2579611000000111	Gelatin RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qo.	00	Cucumber RAST test	XaJcZ	Yamgi	Cucumber RAST test	1016271000000102	2552811000000118	Cucumber RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qp.	00	Ethylene oxide RAST test	XaJca	Yamgj	Ethylene oxide RAST test	1017801000000108	2579371000000114	Ethylene oxide RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qq.	00	European hornet venm RAST test	XaJcq	Yamgx	European hornet venm RAST test	994221000000101	2576411000000116	European hornet venom RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qr.	00	Horse fly RAST test	XaJcp	Yamgw	Horse fly RAST test	1017811000000105	2580431000000117	Horse fly RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qs.	00	Japanes cedar pollen RAST test	XaJcr	Yamh1	Japanes cedar pollen RAST test	1012081000000106	2578721000000117	Japanese cedar pollen RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qt.	00	Lettuce RAST test	XaJcs	Yamh2	Lettuce RAST test	1016401000000109	2574891000000119	Lettuce RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qu.	00	Goat milk RAST test	XaJct	Yamh3	Goat milk RAST test	994231000000104	2554921000000113	Goat milk RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qv.	00	Sheep milk RAST test	XaJcu	Yamh4	Sheep milk RAST test	1017821000000104	2557971000000117	Sheep milk RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qw.	00	Nutmeg RAST test	XaJcv	Yamh5	Nutmeg RAST test	1017831000000102	2580441000000114	Nutmeg RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Qx.	00	Oregano RAST test	XaJcw	Yamh6	Oregano RAST test	994241000000108	2568821000000116	Oregano RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Vi.	00	Percentage CD103 count	XaJo3	YamuA	Percentage CD103 count	994261000000109	2581431000000110	Percentage CD103 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vj.	00	Percentage CD7 count	XaJo6	YamuD	Percentage CD7 count	1017881000000103	2575111000000115	Percentage CD7 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vk.	00	CD5/19 dual positive	XaJpQ	Yamw9	CD5/19 dual positive	1017891000000101	2583461000000118	CD5/19 dual positive			T	T	F	T	T	F	F	F	C	2004-07-01
43Vl.	00	Percentage CD23 count	XaJpR	YamwA	Percentage CD23 count	994271000000102	2554931000000110	Percentage CD23 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vm.	00	Percentage CD22 count	XaJpT	YamwC	Percentage CD22 count	1016241000000108	2583211000000119	Percentage CD22 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vn.	00	Percentage CD2 count	XaJpU	YamwD	Percentage CD2 count	994281000000100	2581441000000118	Percentage CD2 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vo.	00	Absolute CD4 (T4 cells) count	XaJqP	YamxB	Absolute CD4 (T4 cells) count	1029081000000106	2604291000000119	Absolute CD4 (T4 cells) count		Deleted Oct 14.  Use 43V1. Absolute CD4 count	T	T	F	T	T	F	F	F	D	2004-07-01
43Vp.	00	Percent CD4 (T4 cells) count	XaJqQ	YamxC	Percent CD4 (T4 cells) count	1026301000000108	2604321000000112	Percentage CD4 (T4 cells) count		Deleted Oct 14.  Use 43VH. Percentage CD4 count 	T	T	F	T	T	F	F	F	D	2004-07-01
43Vq.	00	Percentage CD33 count	XaJqR	YamxD	Percentage CD33 count	1017901000000100	2583471000000113	Percentage CD33 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Vr.	00	Absolute CD25 count	XaJqS	YamxE	Absolute CD25 count	1012111000000103	2574441000000110	Absolute CD25 count			T	T	F	T	T	F	F	F	C	2004-07-01
43Yu.	00	Bovine insulin RAST test	XaJZa	Yame8	Bovine insulin RAST test	1017911000000103	2583481000000110	Bovine insulin RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Yv.	00	Human insulin RAST test	XaJco	Yamgv	Human insulin RAST test	994291000000103	2570791000000117	Human insulin RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43Yw.	00	Ginger RAST test	XaJiI	YamnN	Ginger RAST test	1017921000000109	2583491000000112	Ginger RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43ad.	00	Tissu transglutaminase IgA lev	XaJg2	Yamko	Tissu transglutaminase IgA lev	1013671000000106	2582801000000114	Tissue transglutaminase IgA level			T	T	F	T	T	F	F	F	C	2004-07-01
43ae.	00	Tissu transglutaminase IgG lev	XaJg3	Yamkq	Tissu transglutaminase IgG lev	1011951000000107	2552181000000115	Tissue transglutaminase IgG level			T	T	F	T	T	F	F	F	C	2004-07-01
43af.	00	Se anti-ganglioside M1 IgG lev	XaJjU	Yamob	Se anti-ganglioside M1 IgG lev	991651000000106	2559001000000119	Serum anti-ganglioside M1 IgG level			T	T	F	T	T	F	F	F	C	2004-07-01
43ag.	00	Se anti-ganglioside M1 IgM lev	XaJjV	Yamod	Se anti-ganglioside M1 IgM lev	1013681000000108	2574591000000116	Serum anti-ganglioside M1 IgM level			T	T	F	T	T	F	F	F	C	2004-07-01
43ah.	00	Se antiganglioside Q1b IgG lev	XaJjW	Yamof	Se antiganglioside Q1b IgG lev	1015031000000103	2574781000000113	Serum anti-ganglioside Q1b IgG level			T	T	F	T	T	F	F	F	C	2004-07-01
43ai.	00	Se antiganglioside Q1b IgM lev	XaJjX	Yamoh	Se antiganglioside Q1b IgM lev	991661000000109	2570461000000116	Serum anti-ganglioside Q1b IgM level			T	T	F	T	T	F	F	F	C	2004-07-01
43aj.	00	Se antiganglioside T1b IgG lev	XaJjY	Yamoj	Se antiganglioside T1b IgG lev	1015041000000107	2580021000000113	Serum anti-ganglioside T1b IgG level			T	T	F	T	T	F	F	F	C	2004-07-01
43ak.	00	Se antiganglioside T1b IgM lev	XaJjZ	Yamol	Se antiganglioside T1b IgM lev	1011961000000105	2574421000000115	Serum anti-ganglioside T1b IgM level			T	T	F	T	T	F	F	F	C	2004-07-01
43al.	00	Se antiganglioside D1a IgG lev	XaJja	Yamon	Se antiganglioside D1a IgG lev	991671000000102	2559011000000117	Serum anti-ganglioside D1a IgG level			T	T	F	T	T	F	F	F	C	2004-07-01
43am.	00	Se antiganglioside D1a IgM lev	XaJjb	Yamop	Se antiganglioside D1a IgM lev	1015051000000105	2562601000000112	Serum anti-ganglioside D1a IgM level			T	T	F	T	T	F	F	F	C	2004-07-01
43an.	00	Ser volt-gated K chan ab level	XaJnq	Yamtu	Ser volt-gated K chan ab level	1015061000000108	2579051000000115	Serum voltage-gated potassium channel antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43ao.	00	Ganglioside GQ1b antibody lev	XaJpW	YamwG	Ganglioside GQ1b antibody lev	991681000000100	2566991000000111	Ganglioside GQ1b antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43ap.	00	Ganglioside GD1a antibody lev	XaJpX	YamwI	Ganglioside GD1a antibody lev	1015071000000101	2565571000000112	Ganglioside GD1a antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43aq.	00	Sulphatide antibody level	XaJpY	YamwK	Sulphatide antibody level	1011971000000103	2582591000000116	Sulphatide antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43ar.	00	Ganglioside GT1b antibody lev	XaJpZ	YamwL	Ganglioside GT1b antibody lev	991691000000103	2567561000000110	Ganglioside GT1b antibody level			T	T	F	T	T	F	F	F	C	2004-07-01
43b4.	00	Hepatitis immunity test	XaIqm	YalUs	Hepatitis immunity test	1015081000000104	2552581000000111	Hepatitis immunity test			T	T	T	T	T	T	T	T	C	2004-07-01
43bA.	00	Norwalk virus antigen test	XaJld	Yamqu	Norwalk virus antigen test	1015091000000102	2557631000000110	Norwalk virus antigen test			T	T	F	F	T	F	F	T	C	2004-07-01
43bB.	00	Crithidia immunofluorescence	XaJlu	YamrL	Crithidia immunofluorescence	991701000000103	2559021000000111	Crithidia immunofluorescence			T	T	F	T	T	F	F	T	C	2004-07-01
43cD.	00	ENA antibody screening test	XaJkW	Yampi	ENA antibody screening test	1011981000000101	2579601000000114	ENA (extractable nuclear antigen) antibody screening test			T	T	T	T	T	T	T	T	C	2004-07-01
43cE.	00	HLA B5 antigen screening test	XaJlg	Yamqy	HLA B5 antigen screening test	1015101000000105	2580031000000110	HLA B5 antigen screening test			T	T	F	F	T	F	T	T	C	2004-07-01
43i4.	00	Pigeon feather RAST test	XaJYK	Yamd5	Pigeon feather RAST test	991711000000101	2581141000000110	Pigeon feather RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43i5.	00	Goose feather RAST test	XaJYL	Yamd6	Goose feather RAST test	1015111000000107	2579061000000117	Goose feather RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43i6.	00	Turkey feather RAST test	XaJYM	Yamd7	Turkey feather RAST test	1015121000000101	2582991000000113	Turkey feather RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43i7.	00	Amoxicilloyl RAST test	XaJYN	Yamd8	Amoxicilloyl RAST test	991721000000107	2581151000000113	Amoxicilloyl RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43i8.	00	Chinchilla RAST test	XaJYO	Yamd9	Chinchilla RAST test	1011991000000104	2565141000000114	Chinchilla RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43i9.	00	Chilli pepper RAST test	XaJYP	YamdA	Chilli pepper RAST test	1015131000000104	2557641000000118	Chilli pepper RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iA.	00	Fungal mix RAST test	XaJYQ	YamdB	Fungal mix RAST test	1015141000000108	2562611000000114	Fungal mix RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iB.	00	Pine nut RAST test	XaJYR	YamdC	Pine nut RAST test	1012001000000101	2578701000000114	Pine nut RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iC.	00	Honey RAST test	XaJYS	YamdD	Honey RAST test	991751000000102	2576041000000111	Honey RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iD.	00	Coffee RAST test	XaJiJ	YamnO	Coffee RAST test	991761000000104	2581171000000116	Coffee RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iE.	00	Celery RAST test	XaJiK	YamnP	Celery RAST test	1017631000000103	2575061000000119	Celery RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iF.	00	Carrot RAST test	XaJiL	YamnQ	Carrot RAST test	1017641000000107	2579341000000115	Carrot RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iG.	00	Carob bean RAST test	XaJiM	YamnR	Carob bean RAST test	991791000000105	2568391000000113	Carob bean RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iH.	00	Candida albicans RAST test	XaJiN	YamnS	Candida albicans RAST test	1016251000000106	2552801000000115	Candida albicans RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iJ.	00	Cabbage RAST test	XaJiO	YamnT	Cabbage RAST test	1017671000000101	2552961000000110	Cabbage RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iK.	00	Black olive RAST test	XaJiP	YamnU	Black olive RAST test	1017681000000104	2575071000000114	Black olive RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iL.	00	Ascaris RAST test	XaJiQ	YamnV	Ascaris RAST test	991801000000109	2576051000000114	Ascaris RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iM.	00	White pine pollen RAST test	XaJiR	YamnW	White pine pollen RAST test	1017691000000102	2579351000000117	White pine pollen RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iN.	00	White bean RAST test	XaJiS	YamnX	White bean RAST test	1012031000000107	2578711000000111	White bean RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iP.	00	Meat mix RAST test	XaJig	Yamnn	Meat mix RAST test	991811000000106	2570481000000113	Meat mix RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iQ.	00	Papaya RAST test	XaJih	Yamno	Papaya RAST test	1017701000000102	2580401000000111	Papaya RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iR.	00	Poppy seed RAST test	XaJii	Yamnp	Poppy seed RAST test	1017711000000100	2557951000000114	Poppy seed RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iS.	00	Rat mix RAST test	XaJij	Yamnq	Rat mix RAST test	994171000000109	2559401000000114	Rat mix RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iT.	00	Rye grass RAST test	XaJik	Yamnr	Rye grass RAST test	1017721000000106	2579361000000119	Rye grass RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
43iV.	00	Sweet vernal grass RAST test	XaJim	Yamnu	Sweet vernal grass RAST test	1012041000000103	2582601000000110	Sweet vernal grass RAST test			T	T	F	T	T	F	F	T	C	2004-07-01
